sentence,hate,category
2924 9677 9844 3566 6838 4540 5645 11400 5645 2924 9677 13455 13455 9844 3566,1,entertainment
6104 9022 10938 3363,1,entertainment
2929 6889 5523 7092 6443,1,politics
6717 11627 13865 4415 10795,1,religion
13865 11343 4561 12972 8788 3163 9278 2339 5985,1,crime
13809 14194 14704,0,sports
3471 3393 14750 12178,0,religion
12899 13909 11323 2669 2229,1,entertainment
5632 8912 1148 3579 7820 10753,0,religion
7309 49 85 6261 4791 6588 2593 13625 3265 6178,0,celebrity
4449 11794 4449 10919 2444 4481 10624 11813 169,0,politics
14796 8424 2658 4706 186,1,politics
5827 11700 13865 4605 5827 11307 13865 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605 4605,1,sports
7270 5477 326 14410 9018 10794,0,entertainment
4561,1,entertainment
5291 12394 14294 4838 1815 10699 5190 1669 6910 11508 6474 10878 8239 5942 10795,1,sports
11369 8402 5107 9741 1624 13134 12401 6906 1409 8690 11508 362 1167 8283 11170 3693 3289 1624 6651 511 6651 11369 8402 1025 11373 8283 6397 301 11184 1669 13077 7449 3471 4863 11184 1523 1594 1139 8826 11184 1669 13077 1283 2335 1624 6800 10191 6800 1508 12181 6651 4542 8888 11176 300 12181 5823 13077 11792 1152,0,religion
7076 5646 9798 6000 10453 5017 1296 6210 11766 6646 5477 5833 3819 7002 5832 8459,0,crime
11602 14750 14036 1443,0,religion
12990 1669 2974,1,sports
12899 9279 4605 9743 10699 10699 7788 9506 1089 237 2095 2763 2763 1089 5118,1,crime
5202 7831 11354 4840 4001 8348 14359 13722 990 220 9758 6453 13772 8126 3751 3370 4838,1,sports
1331 1225 328 5976 6504,0,"Meme, TikTok and others"
4492 8853 7753 6879 1365 7439,1,entertainment
2664 2731 7481 12454 7480,0,sports
13016 1615 10319 9530 5483,1,entertainment
5914 5319 8364 4189 9339 6372,1,crime
11738 1669 3363,1,"Meme, TikTok and others"
6087 4164 10477 7932 6403 10917,1,celebrity
13865 9295 14819 7974 11572 12072,1,religion
4632 4038 1224 10916 10916 14755 2026 10760 5926 6927 4637 1795 1422 6403 7372 9699,1,religion
13114 4189 7160 2411 3415 3419 7168 4753 4753 906 11139 7349 783 7350 2073 5319 8337 6262,1,crime
6104 10728 5319 11619,0,religion
14288 13677 10527 2521 8885 8885 9123 8655 3833 10527 2521 11184 14890 1089 11184 7885 6409 3034 2520 2779 13609,0,celebrity
13097 10354 10788,1,"Meme, TikTok and others"
14634 6104 9833 4217 6748 13097 5195 13471,1,religion
280 947 902 14258 5088 4662 6994 5088 11014 9732 5734 10342 9169 7325 18 1393 633 1392 1993,0,entertainment
8096 8046 12782 12035 9946 14842 3370 9833,1,sports
3180 802 7544,1,sports
3370 8621 797 6104 797 10994 3849 10938 12773 4692 5969 7325 9689 12797,1,religion
5319 11304 2161 4262 9002 9044 6261 963 4381 9995,1,entertainment
11323 3030 8282 6697,1,crime
2924 9691 1832 2583 13570 9913 11242 1455 169,1,crime
2646 12128 4642,1,"Meme, TikTok and others"
10388 3424 9575 3085 11532 14779 14240 13755 2640 6019 4138,0,politics
10794 10582 14768 13530 13988 6413,0,celebrity
14638 8419 14194 10994 9795 2809 13755 11779 7200,1,crime
6087 4595 2812 2017 10346 6104 1655 10865 9411,1,"Meme, TikTok and others"
10994 6800 399 6167 13525,0,politics
8836 3732 5926 1195 8384 3729 12275 48 14971 13899 14163 3720,0,entertainment
9900 14185,1,entertainment
14727 14355 13434 11716 6460 10471 10845 454 14279 14697 5491 1032 1703 10608 11670 12478 5107 7402 14848 8642 3744 13755 9171 2116 9435 6533 1084 6518 3746 10215,1,entertainment
13786 6091 1140 5921 14083 12428 6966 6297 9474 2719 12646 9013 5745 9474 1140 5921 6910 11369 8381 8404 14808 6728 6966 2374 13786 2025 7316 7835 4512 2052 10916 6144,0,religion
14444 2825 920 6452 3265,0,crime
8105 11627 4410,1,sports
8094 11311 8031 12570 7671 14359 10456 1191 13865 9575 1655 7325 4605,1,sports
2215 6772 13534 9557 10968 13210 6398 4106 13283 2443,0,celebrity
1078 10794 5985 8274 3906 3025 6101 10506 6365 2468,0,crime
2645 8481,1,sports
6994 10794,0,religion
11415 4423 2044,1,religion
14634 5985 1669 11162,1,sports
14800 1681 10923 14784 10825 6261 4774 9551 3307 6340 2684 7200,0,crime
11711 12394 794 14383 565,0,religion
12071 5356 12478 5374 9350 6184 11911 1669 14036 11189 11508 4149,0,entertainment
1161 13722,0,sports
7753 1327 10403 6976 9879 15091 48 48 1897 9879 6879 11145 7549 4854 1850 3938,1,entertainment
5908 920 10794,0,entertainment
1371 3751 6548 2305 1197 2924 9699 14335 6910 2974 13476 8094 2132 10550 8105 2718 13067 13743 8821 8094 13726 13743 8821 2335 6910 13425 11532 13755 3716 2335 1785 6896 2583 2335 8094 10281 5349 3490 10512 9562 3187 10594 5500 6548 7497 372 13725 9575 11512 6518 1373 9906 9581 9906 6467 8094 5899 2805 10916 12735 8094 5985 11532 9677 14338 7517 2915 4585 8970 14339 6907 6143,1,sports
11312 11323 12057 11323,1,"Meme, TikTok and others"
10938 12745 48 6090 13527 10938 6342 48 1163 10767 1870 48 13272 12350 48 94 165 47 45,0,entertainment
2205 6775 11400 7157 12181,0,"Meme, TikTok and others"
862 11580 11891 5190,1,entertainment
12054 1770 4753 4753 902 5319 8356 13438 6261,0,"Meme, TikTok and others"
7261 2884 9679 6297 13840 9758,1,sports
11287 5068,0,entertainment
11415 4560 11125 9995 13740 6474 6087 11145 7434 11189 11514 7270 6830 11508 4295 4295 4295 3830 3693 3566 13864 15139,1,entertainment
5177 5717 13755 14124 10994 8447 11753 3210 2402,0,crime
13805 12589 9019,0,politics
12708 10042 3534 1859 5218 2177 7293 1859 12282 13770 13603 9562 678,0,politics
11338 6608 5537 1815 9270 9811,1,entertainment
13121 8045 9616 6261 10520 7325 2032,1,crime
520 11962 10520 9519 10514 1947 1669 4867 10709 9401 11637 9995 9573 6064 14889,0,entertainment
6906 14538 3085 5644 12536 4449 14897 6910 11207 3085 5504 4063 7826 3471 13772 10656,0,politics
11184 6074 6104 11317 1655 13755 5932 8529 2431 11184 11343 11742 9764,1,sports
2160 9216 10938 14406 10938 12746,0,entertainment
12484 8024 3276 7141,0,"Meme, TikTok and others"
13097 3272 9677,1,crime
10794 13097 493 2924 9677,1,religion
388 923 1681 6203 2116 1185 11742 5388 857 9581 1339 8744 13326 4605 693 5122,0,politics
7130 7488 5985 3750 6539 13097 520,0,"Meme, TikTok and others"
3370 8642 13236 5335 7317 9862 12073 13814 5325 5900 8981 5457 15078,1,religion
8105 5319 6548 8374,1,sports
7342 2534 11323,1,entertainment
2837 5985 13725 8406 8096 5319 6803 5319 5792 6932 6261 5985 11512 11050 5577 6552 804 9733 10994 9308,1,sports
7388 469 2580 12675 12723 48 469 6775 11184 7451 10369 4108 48 13085 10493,0,entertainment
9285 14071 263 11485 169 7940 4207 3100,1,celebrity
14638 8419 11254,1,celebrity
8020 13003 2008 5985 13003 10743 3099 8048 5232 8288 14614 6104 6580 3756 11176 4166 13814 5477 9955 11619,1,religion
14042 2181 10714 12054 8594 9613 4540 12573 3406,0,crime
6906 14629 7102 6608 1209 13282 5032 8126 8928 6608 8137 3348 6608 8138,0,entertainment
6994 8648 2922 13127 6932,1,"Meme, TikTok and others"
3370 8483 5205 11572,1,crime
13245 2768 14260 2719 3930 12801 5292 11220 12857 11938 417 10066 4879 1094 6639 10467 6667,0,"Meme, TikTok and others"
1140 2067 11508 5237 7360 13968 5477 4858 6563 13967 5500 3849 11262 11470 6365 2402 1140 1089 13592 10362 2312,0,sports
6074 4947 4423,1,"Meme, TikTok and others"
13159 854 12447 7304 10828 5778 14923 6984 13630 10432,0,politics
13137 2174 8980 4149 13235 9700,1,religion
7601 3370 8621 5171 6403,1,politics
7698 2924 9695 8679 4980,1,crime
1655 9382 7360 8105 12058 9088 11580 183 9411 13722 10606 9088 11580 190 8621 5319 11572 169,1,sports
14764,0,sports
5245 1104 10760 10145 8718 1033 3484 14750 13448 2116 9382 14803 3764 12723,0,religion
169 5051 13327 353 13195 10699 5051 2305,0,celebrity
2931 9691 1201 2924 9677 13294 11293 3435 6981 11695 13104 9284 6297,1,politics
1624 7539 3153 12235 6482 12552 6926 10680,0,"Meme, TikTok and others"
10994 4304 8674 2116 10467,0,religion
8094 2924 9699 5319 11572,1,sports
2140 5036,0,"Meme, TikTok and others"
1763 5196 4937 11537 4938 485 4938,0,politics
13870 12497 3057 13530 5133,1,"Meme, TikTok and others"
2922 3014 5550 5550 9518 10780 5460,1,"Meme, TikTok and others"
8484 843 9315 12988 7573 6926 6262 1815 10699 10699 3951 6150 9575 1815 13566 1749 12650 10280 8160 7168,0,crime
735 3852 4654 6776 4805 8086 9326 10721 12309 5786 4049 12769 4654 6775 10916 2611 5281,0,entertainment
1755 10796 1616,0,religion
4314 2320 8094 9411 13722 5061 6316 3524 9073,0,sports
7875 7962 4605 3458 10510 693 4615 10780 5664 10780 13448 6910 478 7873 1907 1688 13449 1130 14103 13582 1449 11199 6906 10156 5585 11140,0,politics
10520 2914,0,religion
2924 9689 9918 2044,1,"Meme, TikTok and others"
584 575 13617 2272 599 2380 2719 587 1669 4484,0,celebrity
9641 13415 1669 7919 4149 3112 9641 13413 1917 3112 14708 13413 3112 11938 13413 7939 10530 11123 13339 8089 1403 10203 6312 13525 12319 6859 1669 10185 7036 5061 13391 7920 11139 7919 1569 6527 1541 14397 8281 13538 1669 7063 14099 14430,0,politics
164 89 42 100 90 143 44 91,0,celebrity
2915 4980 1458,1,"Meme, TikTok and others"
748 10994 11540 910 6608 3619 13283 2294 11512 1649 1604 1832 1669 10938 4632 1897 2143 1163 10538 1566 5306 6809 1526 11184 387 5477 2365 4149 10351 10715 6608 7562 14186 6333 8190 10282 15134,1,entertainment
3693 3435 6730,0,religion
2569 9356 5755 10169 1933 13157 4715 7598,0,politics
11415 4518 8094 13865 6063 7789 4149,1,sports
1089 2095 13335 2915 12870 14821 12870 3816 12870 5195 2965 13320 5704 12871 9936 9936 9360 13646 5699 13160 5699 14632,1,politics
7913 5895 4189 6533 3038,1,crime
6716,0,religion
13114 1197 3462 13996 7891 12545 4888 2838 3859 11572 4791 11769 13804 14548 1197 3462,1,crime
3370 8642 8792 11641 8912 3877 5237 5783 11176 11338 8621,1,crime
11338 9918 2044 1148 3579 8888 1140 10298 6128 6474,1,religion
13097 5364 8013,1,crime
7008 10994,0,entertainment
3730 13272 10946 12350 3720 1926 13518 11540 13805 9562 11184 1672 14776 5184 7493,0,sports
9485 5381 13309 9486 9677 8627 2116 9030 11184 14493 14370 2856 1114 1057 6605 3552 9337 14351,0,religion
13097 11711 12394 5985 8013 7129 9449 13950 8322,0,religion
5125 9677 5361 6170 1837 9055 1455,1,"Meme, TikTok and others"
11165,1,"Meme, TikTok and others"
11421 10435,1,"Meme, TikTok and others"
11661 1140 1104 5527 2116 4488 14036 1132 3448 14918 902 6994 1104 10940 10298 4510 1037 1037 1037 1140 7991 14808 6365 2402 1037 1037 1037 1140,0,religion
11431 6815 5153 1308 6833,0,celebrity
5717 13768 14599 13572,0,crime
541 12937 6910 1528 420 13164 1669 7873 867 6262 6906 10916 2593 13493 3471 2181 12307 13157 425 10550 12265 6906 7896 1655 8673 4222 13216 11379 14099 14889 4222 8963 13217 9777 8979 8792 6754 13530 13216 10916 8959 8739 4222 14099 14889 13530 4314 2860 10916 8959 4314 2860 5399 496 12243 784 12944 1655 7924 11508 8912 7898 10916 8964 10916 10418 4193 4969 5399 497 8912 7168 13572 13163 7874 9360 13165 11184 5686 5600 9315 11400 10618 11400 3014 9156 14430 3082 9315 12684 10784 10626 8792 9053 9325 9165 9315 4218 12081 13572 7695 6910 13167 5399 497 12667 8912 1829 252 6979 1529 7773 1761 12243,0,celebrity
5500,0,politics
14818 11572 4355,1,religion
1669 5269 434 10191 12545 14420 1214 8050 7831 7168 13057 11968 380 8050 7833 14923 7038 8647 13755 11779 8646 379 7894 469 2367 14889 7038 8707 1815 4455,0,crime
7384 1201,0,entertainment
2205 3748 3751 2490 5881 11139 12284 5881 10713 13211 2830 3715 6297,0,religion
10484 6403 6104 1054 7500 889 12457 5661 2044 4788 6104 7292 12458 6104 12360 12457 6409 6159 1627 14263 169,1,celebrity
6074 4403,1,"Meme, TikTok and others"
1374 7084 4462,0,"Meme, TikTok and others"
6597 1655 12721 12721 4928 3471 3484,0,"Meme, TikTok and others"
1359 4196 11091 10206 7513 13773 9562 182 13773 7118 13766 5039 1475 4919 1343 13096,0,politics
1795 5985 10744,0,religion
2877 5985 7316 7562 3406 2116 9449 6104 5285 5511 6548 7562 654 2924 6992 12670 10369 12418,1,"Meme, TikTok and others"
9585 1149 14812 2402,0,entertainment
5042 3235 4692 9699 5042,1,entertainment
13642 3162 12906,1,crime
6948 13865 11338 8607,1,politics
10760 3805 2360 329 5406 10885 11184 15086 973 11725 12343 9822 14727 1311 12903 6842,0,celebrity
1982 2633 2556 11056 1150 3978 1982 2633 1150 9994 13838 6616 13530 5118 669 3978 7266 670 12972 12093 7363 6985 1137,0,politics
2931 5192 1681 396 2229 6110 8271 14069 8133 6087 12811 11785 7124 7069 5439,1,politics
14294 12950 9246 9247 2155 11837 2135 13496 6303 6067 11255 11910 9626 14398 14918 12946 13321 11 9557 9415 14288 8863,0,celebrity
12905 9994 14444,1,crime
10743 13882 11627 3949 4009 6743,1,religion
9513 9513 9214 5950 6104 11572 3806 11572,1,religion
13104 9303 3961 7974 1669 1669 7020 14523 2007 9906 8041 6548 5777 11984 5532 14565 7014 6465,1,crime
11354 2777 7449 1283 12675 12770 1033 1669 12054 3471 3406 12769,1,entertainment
13097 5985 9883 7994,1,religion
14766 1251 3005 5153 1309,0,celebrity
14513 699 5813 2312 5274 6068,0,crime
8536 10780 291 6889 6129 5893 7067 8744 10845 1241 1241 13530 7837 13321 6889 13297 302 2619 14565 6508 13530 8071 4990 10065 1850 4118 9562 169,0,politics
7363 6879 12035 11382 8421,1,religion
785 902 3751 6443 6580 6474 732 10727 9510 13412 169 783 13411 10096 14221 7411 169 12435 5477 3107 12435 10145 169 1525 6910 11287 9833 14131 12521 808 276 169 2070 7449 11831 4487 10179 9411 2070 9411 12457 169 1320 169 3484 11833 9808 169 2070 10229 9808 2806 14261 13396 13671 9808 169 8875 12461 9677 8377 13305 11856 169 12181 2395 3006 169 12473 14061 12246,0,celebrity
11338 6608 3843 10382 8335 14565 14444,1,entertainment
4695 12124 12124 682 4260 10913 1487 12524 4561 3552 4695 8836 14236 11532 2212,1,celebrity
5827 11627 4409,1,religion
11050 5810 10938 12203 13625 11139 9900 13169 9581 11508 4149 11044 10938 2116 8244 10244 2953 9872 2463 9030 1297,1,sports
10938 9922 6091 12801,0,"Meme, TikTok and others"
2884 5305 8912 5553 13625 10674 5306 11184 8744 5684 11914 13628 9156 6521 169,1,celebrity
13097 10624 10521 11779 7200 10743 3099,1,crime
821 11200 4975 12171 1497 8747 14283,0,celebrity
1359 12457 13663 12410 675 12460 6183,1,politics
12159 11184 8912 5891 14170 2427 2148 2116,0,sports
14634 5985 13397 3107 7973,1,sports
372 377 3113 13582 2328 1669 5270 8575 12992 10993 1669 12975 1849 7520 2948 11596 1669 11508 1760 5055 7072 4704 9438 7168 9562 1669 11034 5051,1,crime
1407,0,politics
9096 13503 13735 8876 3069 8877 7200 8994 169 785 6474 8316 3465 8994 14906 9571 3977 6297 258 8995 10677 3246 169,0,crime
12164 8094 13104 8997,1,sports
4258 2915 1669 11512 7025 2924 4051 4051 13033 6039 11532 13033 3225 14463 1176,1,religion
9994 4149,0,sports
2044 12452 2044 5327 2762 2044 2556 2044 3422 5294,0,politics
11421 12398 797 10871 4404 9896 9033 8478 539 7981 10871,1,sports
2940 12115 10098 8614 6186 10338 6186 7334 10938 764 733 5502 2067 1328 13683 2940 12115 7974 4907 4369 7297 5801 7906 12116 13787 6499 12335 4369 7291 5853 3471 5643 6808 5853 4353 9767,1,crime
1662 14751 9438 14070 6443 4254 2924 9677,1,religion
